,reviewerName,headline,inLanguage,datePublished,reviewBody,ratingValue,business
166,Hilary Townsend,I bought a 2014 Range Rover…,en,2018-08-14T17:41:21Z,"I bought a 2014 Range Rover Autobiography from Stratstone Doncaster. It was the worst transaction I have ever made .I had to argue to get two new tyres on the front and the paint work to the bumper had to be done again due to it being a poor standard ,not what I expected from a main dealer  It was supposedly to have numerous checks before I took delivery. When I drove off the low coolant light came on and when I stopped the battery light came on .It developed an oil leak on the back axle and the tailgate only worked intermittently .
I contacted Stratstone and was told they had been taken over by JCT  and I would have to wait five weeks before it could be sorted .They finally started the work and had it just over two weeks..
All in all the Range Rover did  under 1000 miles and was stood more time than it spent on the road.
  I Requested JCT to buy the Range Rover from me knowing that I would lose money they refused saying they had enough stock.
 I have sold it to an online buyer not we buy any car with a loss of £2748 not bad for less than a few days driving .OH one last thing the tailgate stopped working again before the buyers picked it up.
Range Rover should be ashamed of themselves with franchised dealers  like this .
I hope Range Rover read this and possibly get in touch ,I doubt it though customer care nil
   
 
I",1,Land Rover
167,Catherine Duffy,Had a 2016 Discovery for about 11mts,en,2018-08-13T11:05:54Z,"Had a 2016 Discovery for about 11mts, yesterday on a ferry it decided it wouldn't start.We had to abandon it on the ferry and the garage picked it up this morning, it's now on its way to Stirling. I was told by land rover i would get a curtosy car and someone would phone me, after waiting in all morning and no phone call i call them back. It's very obvious nobody had intended calling, I was then told i was to go to ONE OF THE COMPANY'S on the island, yes, the island and hire a car that i was to pay for then reclaim. If i couldn't get a car on THE ISLAND then i would have to make MY way to the mainland to get one, not easy when you live in the sticks and the LAND ROVER you bought has died. NEVER EVER buy a LAND ROVER they are junk and breakdown assistance is a joke, they don't tell you this in the small print. Lovely vehicle to drive BUT!!!!!!!",1,Land Rover
168,paddy sy,had a 3 yr old then freelander,en,2018-08-12T22:32:28Z,"had a 3 yr old then freelander, what kind of car has a dead alternato at this age? disappointing!!",2,Land Rover
169,Malcom Homes,Swing and a Miss I Think!,en,2018-08-12T11:31:53Z,"I currently have a Land Rover Discovery on hire and it is new with only 1200 miles on the clock. The windscreen wipers failed on a rainy day recently and I had cause to use Land Rover Assist. Apparently the Land Rover Assist contract has recently been won by the AA. The AA were appalling and kept me waiting for two and a half hours to just tighten the nuts on the wiper arms. I suspect that this is the first time the car had been driven in rain since delivery and I suspect that the car left the factory with loose nuts on the wiper arms. Whilst this is disgraceful quality control (and makes me wonder where the other loose nuts on the car may be), this is not my main complaint. The attitude of Land Rover Assist and the AA was not good. These cars cost a lot of money and I would not expect to be referred to the AA when I need assistance, their reputation is not good and this two and a half hour wait proved this reputation to be warranted. I phoned Land Rover Assist whilst waiting as the AA kept pushing the time out and they were just not bothered. The AA representative who finally attended said he would log the complaint and someone from Land Rover Assist would ring me within 24 hours. Guess what? They didn't ring. Big Surprise? Not really. During this rental period, I was actually quite warming to this car and I was considering looking at a potential purchase. Although the fault encountered on this occasion depicts exceptionally bad quality control, I may have considered it to be an isolated incident in my considerations. Ironic then that the reason this manufacturer is most definitely off my potential purchase list now is my experience of how you get treated when you need assistance in a brand new car!",1,Land Rover
170,Kevin Webb,EWS failure on Range Rover Vogue,en,2018-08-10T16:46:33Z,I own a Land Rover Range Rover and the EWS module (needed for correct functioning of the immobiliser) drops the signal and thus prevents the engine from starting. It’s unique to the car and secondhand ones cannot be re programmed so I had to order a new one from a dealer. None in the UK and the factory cannot even give an ETA. So far three weeks without a working car and nothing at all from LR. Worst customer service ever. I have had a lot of Landrovers over the years but this is the last one. I Will never buy another. What a complete joke.,1,Land Rover
171,Jack smith ,I wish I could leave -1*,en,2018-08-09T23:28:59Z,I wish I could leave -1*.   £680 a month for a peice of S**** Please please don’t buy one of these jokes !! It’s been back 11 times in 9 months broke down 4 times on the motorway “ limbo mode” apparently!! The worst thing is now I’ve give up. I just put up with it and count down the days my PCP ends and I can go back to MERCEDES-BENZ the only car that’s never let me down. BEST OF BRITISH!! The worst car ever built !!! The car I could of got for £680 a month. Land Rover don’t want to know ! Inchape don’t want to know. Blackhorse don’t want to know. I just want it gone. so I don’t have to be stuck with this nightmare.,1,Land Rover
172,Nicole Meyer,My car has broken down 4 times in a…,en,2018-08-01T11:40:58Z,"My car has broken down 4 times in a year, the last time they recovered it, they damaged 3 of the alloy wheels, wrote off a tyre and overtightened an injector bolt which resulted in another break down! They have told me to take it to the ombudsman as there is nothing they can do...they just don't give 2 hoots, I have spent hours on the phone so what has been a manufacturer fault has ended up costing me in alloy repairs and a new tyre!",1,Land Rover
173,erica kilburn,What a great service and so polite,en,2018-07-20T16:48:21Z,"What a great service and so polite, from the first call to the service engineer, to recovery and delivery of replacement car, we can not fault their customer service it was 100%.  The dealer could learn so much from them",5,Land Rover
174,ChatliE1970,Used Discovery,en,2018-07-19T17:18:32Z,"I bought a discovery from Stafford Land Rover after calling ok one weekend. Loved the test drives. Nothing was too much trouble.  Decided to pay cash and didn’t take much notice of the car at that point.. had the usual you you want finance? Do you want PCP can I sell you insurance. Damage sctach policy the usual with a service plan. 

A week later I notice tyres are cut into, windows sticking, boots dropping. It takes 3 weeks to get into the garage.  Are there that many cars with faults? 

Boots sorted, tyres I’m told are ok and legal? And window fault is in order. Drive away try the windows. Seems clear to me they have done the wrong window 🤣🤣🤣🤣 the one that’s faulty is still faulty and the window is covered in WD40...  

The tyres are only £145 per tyre bargain I’ll have 4 please.. the light cluster needs to be checked as it’s allre my not under warrenty? Not sure how part of a car can’t be when a sealed unit has some foreign body in it.  

So emailed again so let’s see what he next phase is.  And?  I’ve never had to pay for insurance on a curtesy car but with Land Rover you do!!  I’ve always had a complementary wash and clean at Jaguar and Honda but not with Land Rover ... 

Hard times I guess",3,Land Rover
175,Kevin Connor,Absolutely shocking from start to…,en,2018-07-16T08:33:29Z,"Absolutely shocking from start to finish. Purchased Range Rover Evoque £27,500 cash. Had EIGHT seperate issues over 18 months.  This includes smoke coming from the engine and coming inside the vehicle through the air vents while my pregnant wife and children were in the car. The dealership do not respond to complaints and Land Rover point blank refuse to take ownership of the complaint. They simply say it must be dealt with by the dealership it was purchased from- Inchcape Chester. Worst experience i've ever had. Most unreliable car i've ever owned and Land Rover could not care less. Disgusting company run by thieves. Stay well clear.",1,Land Rover
176,Alex Hamilton,2 year old RR Sport front nearside…,en,2018-06-21T11:07:42Z,"2 year old RR Sport front nearside wheelarch about 6 inch of rust starting to appear took it in chap says yes, I can see its eroding and theres also another patch starting at top of panel - micrometer proved it has had no paint - it hasnt - rejected! No reason as to why even though everything points to it being faulty - one panel - needs repairing and they do not care - well fortunately Im in the motor trade - last month I bought circa £600,000 of JLR product for clients - well not anymore all JLR product has been removed from our offerings! Well done JLR!",1,Land Rover
177,Andy Hinton,I had my Range Rover picked up 3 weeks…,en,2018-06-18T16:01:15Z,I had my Range Rover picked up 3 weeks ago from the side of the road where it had broken down by Land Rover Assistance they took the car to 3 different garages none of them would take it as they were to busy it has now been lost in the network and nobody knows where it is. TRUE!!!,1,Land Rover
178,Afif Beyhum,Range Rover sport worst car ever,en,2018-06-16T12:59:23Z,Range Rover sport. The worst car I’ve ever driven. Reliability is 0/10. Diesel filter fills up every week. I now have a hole in my engine after owning it for 4yrs from new. Will cost U 3k per year to fix faults. Lookers Land Rover are a joke too. If u have a problem with ur car be sure to wait two months for them to look at it before getting ripped off.,1,Land Rover
179,Private Yacht Company,Excellent cars,en,2018-06-11T17:03:29Z,Excellent cars - the best of British.,5,Land Rover
180,Kpax,Land Rover Assist et al....,en,2018-06-08T09:04:43Z,"6.30, in central London on a Friday at a petrol station, put wrong petrol in the car 15 mins from house on way to holiday. Call LAND ROVER assist. 2.5 hours later they send me AA (who are Land Rover Assist). Tries to start car at petrol station. Does not understand the error code on dash board. Refuses to make a call to find out from Land Rover.
Instead after making me spend £60 on diesel, 2 hours later, says it's a job for a AA mechanic. Mechanic turns up 2 hours afterwards to say the fuel assist did not do his job properly, left petrol in the engine and filter. Tries to remove petrol and recommends a recovery truck which won't come for 5 hours. By this time it was almost 1.00am. 
I ask why such long waits and he tells me that I should have been told that there were long delays that day. I said, they didn't mention that, otherwise, I would have made alternative arrangements. He says he'll get a cab to take me home (15 mins away after midnight)
I call Land Rover Assist just before midnight to tell them that whatever happens, I can't miss my hols and it's a long drive. They then promise me a hire car in the morning, which will be delivered, I can use to drive to our hols. Assured that at 8.00am Thifty car rental will call. By this time we've missed the start of our hols.
At 7.00am, Land Rover Assist call and re-assure car rental and confirm car pick-up and would be taken to a garage (forget the name) near address of owner.
At 8.00am no car rental company called. I chase, and chase, and chase for a couple of hours. 
At around 11.00am I get a call from recovery to be told that the car started when picked up! I say, why didn't anyone tell me. I live 15 mins away. I ask where the car is and is at a non-descript garage in NW London (not a LR garage) over an hour away. I call Land Rover and they tell me the car should be at Land Rover. I say OK, but I was told that it would be taken to the nearest LR garage to the car's owner. They then arrange to pick the car up again and take tit o LR in Barnet (driven of course). By this time LR Barnet is closing.
Meanwhile, Thrifty eventually tries to reserve a car an hour away at around 12.30/ 13.00, but can't deliver it. They also mentioned that they received no message to hire a car on my behalf or have it delivered by LR! By this time, I made arrangements to hire a car on the street with my phone to try and save the 2nd day of my hols.
After hols, I call LR to complain of the service. First and continual response (i should say defence) is that it's not them it's AA! Anyway, I make a formal complaint on the grounds that: Fuel assist didn't do his job right - he left with fuel in the engine and filter. Fuel assist refused to find out the error code from LR. If LR/ AA Assist had warned prior of the delays at AA (Land Rover Assist), I would have made other arrangements than wait in hope. The car started during recovery at 5.00am, 15 mins away, and nobody informed us (could have saved a car rental!). We were promised a Car rental that didn't turn up and when it did, too late, and they wouldn't deliver. Car eventually started and wasn't informed. When I called the LR garage, the mechanic recommended in those cases to give car some time and error code will clear and car will eventually start! He said AA should know that.
About, a month later, LR call to tell me effectively, tough luck, it's not a warranty issue so it's all your problem and we can't do anything to help because it's AA (who are LR assist - confusing). She also said that I'm not entitled to a car rental in the those circumstances.
I reply, by saying that it wouldn't matter whether it was warranty or not, the service was absolutely shocking! If I was told I wasn't entitled a car instead of being promised one, I would have hired a car the previous night and saved a day of my hols. What she just told me, just made the situation even worse! Throughout the whole process, I wasn't properly informed. I could have made my own arrangements and got to my holiday.
In the end, no apology, defensive. She thought I was only interested in some compensation for the car hire or the fuel assist. It didn't occur to her that I was a LR driver and first and foremost I didn't want it to happen again and secondly, yes absolutely, I wasted a lot because of them. 
She explained the ball is in AA's court and had nothing to do with them and insisted again that anyway, I was not entitled to a rental car, so they would not refund my car rental!
In between, the whole process, the delays, remises and screw ups were many, but I can't write it all.
It was one of the worse customer service experiences I've ever had for any product. This is a car that costs 10s of thousands and get better service for a mildly expensive pen - shocking, just shocking!",1,Land Rover
181,Simon,Doncaster Land Rover are a disgrace.,en,2018-06-07T20:28:25Z,"Took my Range Rover Sport in for what I thought was a routine software update due the Navigation / Media system being faulty.
Still not got my car back. Dealership left me and my young children stranded.
Doncaster, Stratstones.
Would like Land Rover Customer Relations to get in touch to give you the disgraceful details.",1,Land Rover
182,Bob Pearce,Range Rover Sport,en,2018-06-04T11:36:34Z,"Range Rover Sport, Discovery all the same faults and nothing is ever done to improve quality. Over priced rubbish Look elswhere because you will spend more time without the vehicle. Aftersales / Service at Landrover dealerships is an utter disgrace and now finally starting to catch up and bite them in the butt as sales plummet!",1,Land Rover
183,Andrew and thanks for your order,Terrible customer care,en,2018-05-30T16:10:12Z,"Don't know if all LR dealerships are the same..doubt it..but Swansea Stratstone are hopeless.
Had to drive to the dealership today as they wern't answering the phone.
The palaver I've been through to try to get a defective door seal fixed is beyond belief,  supposidly fixed once and then it failed again, coming unstuck once more, it's taken me two visits, literally hours trying to get through on the phone and failing,  and four weeks to get an appointment for 14 June only after  going to the show room in person. ..A total of six weeks wait...appalling. ..
Cardiff is better but it's 40 miles away from me....",1,Land Rover
184,Jonathan,Huge delays on Range Rover P400 delivery,en,2018-05-30T05:46:40Z,"I ordered the new Range Rover P400 Autobiography LWB back in Oct 2017 with a delivery date of end of Feb 2018. Here we are in June and still no car. Delivery now expected in July. What a shambles. I love Range Rover but my patience is running thin. If the Bentley wasn’t such an ugly thing I am afraid to say I would be off.

I am told that this is not an isolated issue and EVERY LWB has the same issue. I would be interested if there are others out there.

The car is built but there is a problem with it...... watch this space I am worried what is going to turn up. Also Range Rover have still not got the car OLEV approved so you don’t get the govt subsidy for the fast charger yet until they do. What a shame, what a disappointment, it just ruins the pleasure of buying a new car. It’s the only brand other than Jaguar that I have had this poor experience. They have a great deal to learn..... sad really.",1,Land Rover
185,Alison walker ,Worst customer service ever,en,2018-05-28T14:49:23Z,"Worst customer service ever ! RRS has been in numerous times all electronic faults, park brake sticking, gears clunk when changing (automatic) rybrook Huddersfield quite possibly the worst dealership I’ve dealt with !! Waited 5 weeks for last issue to be checked car with them from 8am and it never got looked at !! Absolute disgrace that a 80k car constantly has red alerts and I’m told to keep driving it !!",1,Land Rover
186,Rasa ,Lack of customer service,en,2018-05-27T22:16:03Z,"Lack of customer service in every department you go. 2 month of ownership and only problems. Would never ever consider JLR range again!
2 days old car had to go straight to the garage for software issues preventing the car to start. Taxi booked by customer service was dangerous and absolutely disgusting ( they said they’ve got nothing to do with this). Had to chase for a courtesy car. Garage was giving no updates at all, so a complains department needed to step in. But even then we had to keep ringing all the possible bells to be able at least to know what is going on. After this has been resolved, the door seal started to come off (on a 1 month old car). So we had to call in to get it fixed - again, person answering the phone has clearly showed we are bothering without a serious reason. 
Dealership people seem to be very caring and polite, but the rest of the company is scoring very low.",1,Land Rover
187,Mike Stones,The vehicle took nearly 5 hours to…,en,2018-05-24T17:03:22Z,"The vehicle took nearly 5 hours to recover and I was assured that I would be taken to my destination as I was in the process of travelling.

As it was I had 2 children 4 and 7 in the car and my partner and a family friend came and removed them from the scene and took them home, I waited with the vehicle for repair with a view to continue my journey on my own.

After a few hours the assistance chap arrived and confirmed vehicle needed recovering and called recovery out.

I was taken to a cafe half a mile away to wait until recovery truck arrived and they where supposed to pick me up, they did not and I had to walk back to the car on there arrival.

The recovery truck eventually arrived and started removing the vehicle, at that point I then spoke to the chap taking the car and asked what happens to me?

Rightly so he stated that he could not take me as he was going to a depot.

I was then left at the side of the road in an unknown area with a suitcase, I then had to try and call Landrover assist number again and arrange transport which took a further 40 minutes to arrive a taxi, in the interim I had to wait in a bus shelter.

I was promised a replacement vehicle the next day to be provided at the location I was heading to.

Next day arrived no call, once again I had to call in to ask what is happening around lunchtime that day.

Eventually I was informed a car was found near and a taxi would take me to pick up the car this was around 3pm.

My main concern is being abandoned at the side of the road, plus I had to do all the chasing and be proactive to make this assistance work.

At no time did anyone sort anything out without chasing and all I got was they are busy and have not got to my issue yet on the list.

To me, abandoning a person in a strange place is not acceptable and to be honest is dangerous at best.

Not impressed at all, one why the car broke down in the first place 2.5 years old with 9k on the clock not good.

I have had over 12 new range rovers in my years of driving and this is the first time the vehicle has broken down and I expect a better service than this.

JLR customer service is appalling and they do not care at all once you have purchased the vehicle.

JLR are selling a prestige car try and provide the quality and service one would expect.",1,Land Rover
188,Alison Lane,Dealership After-sales Service Dreadful,en,2018-05-24T14:37:04Z,"It seems that the majority of reviews are about the quality of the dealership, not the vehicle and I am no different.  I have found Stratstone, Cheltenham to be absolute terrible in after sales service.  I have to wait for hours every time I go there.  Last time I arrived at 8.30 a.m. and wasn't even spoken to until 10 a.m.  It's never finished on time either.  They don't do everything they have the car booked in for and suggest bringing it back, which is a 1.5 hour journey each way!  On the last visit the brakes were worn, but they didn't notice until I raised the issue.  I had a terrible whining noise once in Cheltenham (2 miles from the dealership) and rang for help but they just said bring it in on Monday (2 days away).  I had to get it home and didn't know if I was causing damage by driving ... I had to get someone else to have a look at it.  They don't even get round to cleaning it.  I now find that when I purchased it they put the wrong model on the warranty I purchased, so my claim won't be accepted by the Insurance Company.  I rang Stratstone to change it.  The first time the call wasn't even answered.  The 2nd time the member of staff promised he was emailing the Insurers as we spoke ... he did not.  I've had to ring again today to be told only one person can change this and he's on holiday?!  The person in question will ring me back tomorrow ..... mmmm!  Let's see!!
I used to have a BMW and always received exceptional service from that dealership.  I do love the RangeRover but am seriously considering changing back.",1,Land Rover
189,David,This review is about the dealer not the vehicle,en,2018-05-22T09:56:43Z,"I would like to state from the outset that my new Range Rover Sport has performed faultlessly and I have been buying Landrovers since my first Discovery 300 TDI in 1994, apart from niggling issues I have probably owned some 18 new Landrovers the majority used off road and a Land Rover has never failed to get me home.....
I am not saying that Landrover does not have its issues and probably prospective customers reading these reviews would steer well clear of the brand......

Here is a copy of a Review that I did on Stratstone Newport when I picked up my new Range Rover Sport, I would also like to add that I have sent a copy to the CEO of TATA uk and Europe, despite promises from Stratstone customer services that the regional manager would be contacting me to discuss these issues, as of yet he has not bothered also the CEO of TATA has not bothered either, so it seems that poor customer care starts at the top with the CEO.
.
JLR take note you have a loyal customer base of clients that love your brand BUT LOYALTY ONLY GOES SO FAR......... YOU HAVE BEEN WARNED
Here is a copy of the review.....

It has taken me some time to think about this review and it gives me no pleasure whatsoever.
I recently bought a new Range Rover sport off Stratstone Newport, again and this is why I have used Stratsone and purchased some ten new Landover's off them, Four of them Range Rovers,  five of them from Newport, the deal that was presented after some negotiations with the Sales Manager and was acceptable, the vehicle was as I was told is located in Nottingham, I did say I do not want the vehicle driven to Newport and was assured by the salesman that I dealt with that it would be delivered by trailer.
The vehicle had to be registered by the end of March to save on the VED increase, I asked about the tax and was assured that it would be taxed for twelve months and a week.......

I went to the dealership to pick up my car !!!! Off came the covers to reveal my new car,

I think to cut this short I will list the problems.....
1. Front Number Plate not straight.
2. Rear number plate off centre.
3 Paint Chip on roof and front spoiler.
4.Vehicle not cleaned, inside glass not cleaned, trim inside marked.
5 Rear Load space protector which was ordered not fitted.
6 The vehicle had 67 miles on it, upon questioning the salesman and sales manager, they said it was delivery miles ??? also the car came from Cardiff not Nottingham ????
7. Rubber mats ordered were not in the vehicle.
8. The vehicle was Gardexed and the after market kit was not included, the warranty for the protection was not there.
9. The washer level was low.
10. The car was taxed from the first of the month, hence me losing a months tax.
11. Since my unhappy experience on picking up my supposedly new car, I have discovered damage on the Drivers side rear alloy wheel, but as I was pressured into signing the sales managers get out of jail free letter and upon paying some £70,000 for my new car I am going to have to pay for the damage caused by Stratstone.


Needless to say it was not the positive experience that it should be.
I was annoyed and said that I was rejecting the vehicle, The sales manager was OK about that but did say that if I rejected the car he would refund my deposit and call it a day, basically accept it or bugger off.
I went out for a walk to cool down when I returned he offered me a service plan which was some £800 on the condition that I signed a letter stating that I accept the vehicle with the faults and there was no comeback, again I will give you a service plan now bugger off.......
I accepted their offer and after modifying the letter to not sign my life away if I found other significant faults, they took the vehicle into the workshop and managed to straighten the front plate, top up the washer fluid and fit the load space protector.
I am sorry this is a long review but as I said it gives me no pleasure whatsoever to write this but, I am sorry but this Range Rover will be the last vehicle I will ever buy of Stratstone and I urge prospective customers to be careful and maybe deal with a garage that values your business.",1,Land Rover
190,Alasdair Garden,2 yr old RR Autobiography with…,en,2018-05-22T08:59:44Z,"2 yr old RR Autobiography with condensation in lights. JLR say that it is within their acceptable tolerances. I dont, but it has taken JLR 2 months to reply. Not happy",1,Land Rover
191,Sarah marriott,I am absolutely disgusted in how we…,en,2018-05-21T12:34:56Z,"I am absolutely disgusted in how we have been treated with Land Rover. We have spent £35,000 On a  discovery 4 from Marshall’s in Melton Mowbray. We have recently had a issue with our alloy wheels, we have took into four independent garages in which have said our alloy wheels on unsafe & we shouldn’t be driving the car like this, as they are faulty alloys, the inner wall has completely gone on all 4 of our wheels. After asking Land Rover, weather we where at fault or the tyre was at fault, but Land Rover did agree the alloys were at fault! After admitting this, they were still unhappy to help with this problem, they weren’t even happy to have a look at this problem even tho it wasn’t safe! So now spending £1000 of our own money on a new set of alloys, I am not happy at all, that this has been left for us to deal with. I think the customer services has been absolutely shocking and I want be using Land Rover again in the future!!!!",1,Land Rover
192,Mujahid Hussain,Anyone reading this prior to buying…,en,2018-05-16T22:29:55Z,"Anyone reading this prior to buying Range Rover, please spend it on something else!

I purchased an autobiography from Guy Salmon Coventry 2 years ago. Since then it has been in 4 different dealerships for repairs. Each one is worst than the previous. Extra play in anti roll bar bushes make thudding noise when going over speed breakers. 
I have been told that the engineer can't find anything wrong with the car! or this is normal! even though it is covered under warranty no one seems to want to repair it. Dealership in Park Royal London kept the vehicle for over 3 weeks and it did not move from parking lot into workshop. (Tracker App shows any movement on my smart phone) Not only they did not repair the vehicle, It was wrongfully reported to Extended Warranty company that my vehicle was used for hire and reward. A claim later disproved by the warranty company's surveyor. 
Complaint was submitted in writing but no reply came. Second letter went to the dealership, the dealership head office and Land Rover the company. No one replied!.

Now the vehicle is in Lancaster Land Rover Milton Keynes for nearly FIVE WEEKS. When I call, receptionist answers the call after absolutely ages only to be asked to leave contact details and someone will call. But no one ever does. Don't get replies to emails either.

Eventually I had an email today to say and I quote ""I am very sorry for the lack of response and the delays on the phone.
The technician that has been involved in the car has now gone for the evening and so I don’t have a full report for you.  If I am honest I don’t believe that the workshop have had space to give your vehicle their full attention.""
I wish I had read reviews before parting with £85,000 on this purchase.",1,Land Rover
193,Laura Cooper,DON'T BUY A LAND ROVER - it's nothing but a brand name,en,2018-05-16T11:13:17Z,"You buy a Land Rover in the hope that you are buying a reliable car from a reputable brand. When in actual fact, you receive a car which is faulty, has nothing but problems and endless promises made by the services team. Non stop lack of communication, no call-backs, left totally in the dark about where my car is, when I will get it back and what is wrong with it. My advice, DON'T BUY LAND ROVER.  Nothing but a name.
MARSHALLS PETERBOROUGH",1,Land Rover
194,Jason,Non-existent customer service,en,2018-05-10T16:32:58Z,"After my car broke down for the second time in 3 months due to the well documented DPF fault, I called Land Rover Assistance who sent a technician out 5 hours after I reported the problem. As he was leaving at 5:00PM he said you'll receive a phonecall shortly about a courtesy car.  As at 11:00AM the next morning still no phonecall, so I called them again only to find nothing had been booked in.

To add insult to injury they called me 4 hours later to say they still couldn't find a courtesy car but were still looking.  Over 24 hours after that call I still do not have a replacement car or a call back updating me on the situation.  Appalling customer service from a supposed premium brand. Avoid like the plague. I certainly will never buy another JLR product.",1,Land Rover
195,Rene MacDonald,I have now had a RR sport for a year…,en,2018-05-09T17:48:26Z,"I have now had a RR sport for a year and do find it poor quality for the price.  The Porsche Cayenne or Macan is far better in quality in almost all fronts £ for £. Even when you wash the car you have to watch the door lock key cover for coming off and the gear box is great going up but poor coming down and the front lights are very poor for night driving. Must say very disappointed for the money and won't renew again to this make. For sure over priced. Best see for yourself before you buy
The older RR Sport was far superior I believe.",3,Land Rover
196,Customer,Appauling LRJ support.,en,2018-05-03T07:04:07Z,"As below great cars but appauling service I had three pumps fail on my  Freelander 2 paid for the first one then a year later second pump failed LR paid now third pump failed and as they replaced before won't pay again even though the third pump was less than two years old. Don't expect the 2 year warranty on their parts to cover as once changed LR won't replace again even though they supplied inferer parts. Dealers don't care nether they don't even answer your complaints.

Un helpful and disgraceful service by Land Rover Jaguar. Customer support on inferer parts forget it your on your own.",1,Land Rover
197,Mr K Parekh,APPALING CUSTOMER SERVICE from JAGUAR…,en,2018-05-01T12:03:49Z,"APPALING CUSTOMER SERVICE from JAGUAR CUSTOMER RELATIONS & LONDON WATFORD DEALERSHIP

The following complaint was sent to Customer relations on 25th April 2018. an acknowledgement email was sent to me saying a case handler will call me back within 3 working days which should have been by 28th April. On the 30th may I had to call customer relations to be told that the email means that it takes 3 working days to assign a case handler and another 3 working days to contact you. To this I had to read the email (ATTACHED) to him to prove how worng his information about his pwn company policies were. After this the customer relations staff agreed that it was his mistake. I had to force him to ensure that I get a call on the same day.

On 30th I got a call from the case handler Andy who told me that the complaint had been forwarded to the dealership who would come back to me or him by cob. I did request him to email me the whole process and timescales.

Now we are on 1st of May, NO EMAIL from case handler, NO CALL back from him, NO CALL back from dealership. I called customer relations 2 hours back asking them to get the case handler to call me. STILL WAITING.

I am seriously starting to struggle, that who is more incompetent....CUSTOMER RELATIONS or DEALERSHIP.

Suck appaling and incompetent service from a so called world class car brand is shameful.

Been a jaguar customer for 10 years......the love is definately fading away.

--------------------------------------------------------------------------------
Original complaint : ""I am sending this email to complaint about the appalling and sub standard customer service provided by Beedles Jaguar Watford. The list of incompetence by the staff and management are unlimited and I will try my best to explain.

The events :

1. My car was booked for 10th April 2018 for 2 issues it had. There were 2 different types of knocking sound.
2. Initially the car was supposed to be dropped off and a courtesy car was arranged. However atleast 2 weeks prior to the service day I called to inform that the courtesy car won’t be required and so was informed that one of the dealership staff will collect the car by 10: 00 am from my home address
3. On the 10th April 2018, the dealership staff never turned up. I called for a good 1 hour but no one answered the phones. Eventually I got through and was told there was a mistake and they will send someone. I had to wait until 2 :00 pm for the staff to come and collect my car, wasting precious time – Issue 1
4. On the same call I also informed the staff (Brendan) that a warning sign had come up on the 9th April to inform that AdBlue was LOW. He was also informed that I have a paid Service Plan which gives me unlimited AdBlue.
5. Before the car was returned to me after 3 days, I was called by Graham to inform what they had done. I asked him to check if AdBlue had been topped up and was told YES.
6. On driving the car I realised that 1 of the knocking sound was still not rectified and it selt like it was coming from the front of the car. On calling Graham, I was advised that only the rear discs/pads were replaced and I should give it some time to settle. Was also told that if the problem persists then I should call back.
7. On 19th April 2018, the AdBlue sign came up again, but this time saying “FILL”. I called on the 20th and spoke to Brendan (was told Graham had a half day)to inform of this and also to inform that the knocking sound was still there, I was told that they will have to check the job card and come back to me. When he did call me back he said there was no mention of the AdBlue on the job card and that he will send someone to collect the car and get the AdBlue topped up. I was also told that the dealership will top up the fuel someone will come back to me to regarding the knocking noise.
8. When my car was delivered with the AdBlue topped up, I was told by the driver that NO fuel was added – Issue 2
9. I informed the driver that he needs to ensure that Brendan calls me with the next steps regarding the noise.
10. Today we are on 25th April 2018 and I have had no calls from anyone at the dealership. – Issue 3

This is the level of incompetence that I have seen and frankly for the first time from any dealership.

I look forward to seeing what steps(if any) senior management and Jaguar take regarding this or else this will be escalated even further.",1,Land Rover
198,Mike Barker,Had one of the worst sales experiences…,en,2018-04-19T18:47:36Z,Had one of the worst sales experiences and like others before have said great cars appalling service. I’m getting my deposit back and going back to Mercedes who clearly invest some of the profits back in to staff training. Avoid Land Rover Slough would be my advice.,1,Land Rover
199,Carol Vooght,Warranty Service,en,2018-04-09T03:20:05Z,"4 existing service centers within 2 hours SO busy unable to take my vehicle w/mandatory light on for over a month! Been back to dealership to retrieve my Land Rover and all three times has not been fixed! Service advisor and service directors attitude are disgusting along with shop foreman. Husband work as Finance director for Land Rover for 5 years in Beverly Hills and even with that I am treated worse than a second-class citizen. SUV still not fixed and it has been 30 days!!! Always an excuse never an ""I'm sorry."" Total of 12 hours back and forth to the dealership on three separate occasions!! First and last Land Rover. Going back to Mercedes when my lease is up in 6months. Good riddance!",1,Land Rover
200,Polly,Amateur Customer Service - my next car will be an Audi,en,2018-03-29T08:52:33Z,"I had problems with my Evoque within its warranty period (like most others by the looks of the reviews!) When purchasing a “prestige” brand you expect value for money and reliability, but I have been sadly mistaken in this instance. From the moment it broke down to when I finally received my vehicle back I have been underwhelmed by the lack of professionalism and communication from Land Rover. This really is a company that doesn’t know what they are doing and out of control quite frankly. My vehicle took 1 month to be repaired with a new gear box, in which time I had limited communication or updates from the service team and had numerous calls ignored. Not good enough! When I finally received my vehicle back it had 4 miles of fuel left in the tank (despite breaking down with a quarter of a tank of fuel) and was brought back on an AA recovery truck. The AA driver expressed he also had concerns with the lack of accountability from JLR who told him to “just load it on”. There was no formal handover of my vehicle with an explanation of the work that had been completed and the necessary paperwork (for peace of mind). I raised a concern with Sham from the Customer Services team who i haven’t heard back from, despite being told 3 weeks ago that he was looking into the issue. Needless to say I’ll be putting my money into another brand that I can rely on, who take their customers seriously! Terrible experience.",1,Land Rover
